7.1716,15.106,-1.2999999999999545
7.0953,15.03,-1.099999999999909
8.0872,17.242,5.7000000000000455
8.0872,17.014,5.599999999999909
6.7902,15.869000000000002,8.5
6.7902,15.793,8.299999999999955
3.5858,14.648,1.7999999999999545
3.7384,14.648,1.599999999999909
-0.30518,15.411,-5.900000000000091
-0.38147,15.411,-5.900000000000091
-3.7384,19.073,-6.5
-3.6621,18.997,-6.5
-4.6539,24.338,-2.7000000000000455
-4.5776,24.033,-2.7000000000000455
-3.6621,26.398000000000003,1.2000000000000455
-3.7384,26.245,1.2999999999999545
-2.5177,23.041,3.400000000000091
-2.4414,23.041,3.2999999999999545
-0.22888000000000003,16.861,1.2000000000000455
-0.30518,17.014,1.5
2.6703,13.123,-1.900000000000091
2.7466,13.199000000000002,-1.7000000000000455
5.188,12.589,-0.40000000000009095
5.0354,12.36,-0.09999999999990905
5.5695,10.757,-0.7999999999999545
5.722,10.757,-0.7000000000000455
5.2643,9.1553,-8.0
5.2643,9.4604,-7.7000000000000455
3.9673,10.071,-14.099999999999909
4.0436,10.071,-14.599999999999909
1.5259,12.054,-6.599999999999909
1.5259,12.130999999999998,-6.900000000000091
-0.99182,15.335,5.599999999999909
-0.91553,15.259,5.2999999999999545
-1.5259,18.616,11.5
-1.6022,18.616,11.099999999999909
-1.1444,20.599,10.599999999999909
-1.1444,20.447,10.299999999999955
-0.91553,20.752,0.20000000000004547
-0.91553,20.828000000000003,0.900000000000091
-1.6785,21.439,-12.299999999999955
-1.8311,21.439,-12.400000000000091
-1.5259,21.744,-15.799999999999955
-1.4496,21.744,-15.5
1.0681,18.692,-6.900000000000091
1.0681,18.768,-6.900000000000091
5.188,15.411,6.7000000000000455
4.8828,15.411,6.0
7.4768,14.038,14.700000000000045
7.5531,14.114,14.299999999999955
6.9427,13.350999999999999,11.099999999999909
6.8665,13.350999999999999,10.900000000000091
4.1962,12.36,0.5
4.2725,12.589,0.900000000000091
1.1444,13.427999999999999,-10.900000000000091
1.1444,13.58,-10.700000000000045
-0.8392299999999999,16.937,-16.700000000000045
-0.99182,16.937,-16.700000000000045
-1.5259,17.852999999999998,-12.299999999999955
-1.6022,17.852999999999998,-12.299999999999955
-1.4496,15.259,-2.5
-1.4496,15.259,-2.7000000000000455
0.30518,14.038,1.7999999999999545
0.22888000000000003,14.038,1.900000000000091
1.6022,15.411,7.2999999999999545
1.5259,15.411,6.7999999999999545
1.297,16.555999999999997,10.599999999999909
1.3733,16.479,10.599999999999909
1.3733,17.624000000000002,4.099999999999909
1.297,17.624000000000002,4.2000000000000455
2.8229,19.302,-0.40000000000009095
2.8229,19.226,-0.20000000000004547
3.9673,20.676,-1.7000000000000455
3.8147,20.676,-1.599999999999909
4.1199,20.828000000000003,-5.900000000000091
4.1199,20.828000000000003,-5.900000000000091
4.2725,20.752,-11.200000000000045
4.1962,20.828000000000003,-10.900000000000091
4.5013,19.15,-10.400000000000091
4.2725,19.226,-10.400000000000091
4.1962,15.717,-2.2000000000000455
4.1199,15.564,-2.0
3.5858,13.58,5.099999999999909
3.5858,13.427999999999999,4.7999999999999545
1.9073,14.190999999999999,9.599999999999909
1.8311,14.114,9.599999999999909
0.0,14.877,8.299999999999955
-0.076294,14.800999999999998,8.299999999999955
-1.4496,13.199000000000002,-1.099999999999909
-1.4496,13.350999999999999,-1.0
-2.2888,12.36,-10.299999999999955
-2.2125,12.512,-10.099999999999909
-2.1362,12.130999999999998,-14.700000000000045
-1.9836,12.054,-14.700000000000045
-1.2207,12.36,-9.5
-1.1444,12.36,-9.700000000000045
2.2888,13.199000000000002,2.7000000000000455
2.1362,13.123,3.0
5.2643,16.250999999999998,10.599999999999909
5.1117,16.327,10.599999999999909
6.6376,18.616,13.400000000000091
6.5613,18.539,13.200000000000045
5.9509,20.065,10.0
6.0272,19.989,10.200000000000045
3.8147,22.583000000000002,-0.09999999999990905
3.891,22.506999999999998,0.09999999999990905
1.9836,24.109,-8.900000000000091
2.0599,24.109,-8.799999999999955
0.076294,23.041,-9.799999999999955
0.15259,22.888,-9.799999999999955
-2.2125,19.226,-4.7999999999999545
-2.1362,19.302,-4.7999999999999545
-4.5013,14.42,9.900000000000091
-4.425,14.495999999999999,9.599999999999909
-7.5531,10.147,35.799999999999955
-7.7057,10.376,35.299999999999955
-13.199000000000002,8.7738,62.299999999999955
-12.894,8.7738,61.90000000000009
-24.49,11.597000000000001,79.59999999999991
-24.261,11.52,79.40000000000009
-41.504,16.327,85.5
