0.700000	0.000670	-0.044601
0.710000	0.000670	-0.044623
0.720000	0.000647	-0.044633
0.730000	0.000121	-0.045039
0.740000	0.000482	-0.044981
0.750000	0.000484	-0.044759
0.760000	0.000753	-0.044870
0.770000	0.000604	-0.045295
0.780000	0.000702	-0.044385
0.790000	0.000854	-0.044554
0.800000	0.000908	-0.044569
0.810000	0.000714	-0.044412
0.820000	0.000918	-0.044765
0.830000	0.000763	-0.044495
0.840000	0.000669	-0.044316
0.850000	0.000752	-0.044483
0.860000	0.000515	-0.043979
0.870000	0.000433	-0.044312
0.880000	0.000555	-0.045021
0.890000	0.000871	-0.044430
0.900000	0.000640	-0.044666
0.910000	0.000519	-0.044949
0.920000	0.000314	-0.045052
0.930000	0.000659	-0.045172
0.940000	0.000289	-0.045518
0.950000	0.000466	-0.045370
0.960000	0.000431	-0.045280
0.970000	0.000406	-0.045439
0.980000	0.000361	-0.045427
0.990000	0.000071	-0.045556
1.000000	0.000298	-0.046168
1.010000	0.000329	-0.046059
1.020000	0.000300	-0.045753
1.030000	0.000442	-0.045802
1.040000	0.000341	-0.046048
1.050000	0.000622	-0.046456
1.060000	0.000609	-0.046417
1.070000	0.000292	-0.046166
1.080000	0.000473	-0.046655
1.090000	0.000536	-0.045960
1.100000	0.000457	-0.046196
1.110000	0.000304	-0.046196
1.120000	0.000408	-0.046324
1.130000	0.000379	-0.046278
1.140000	0.000326	-0.046409
1.150000	0.000074	-0.046988
1.160000	0.000276	-0.046666
1.170000	-0.000018	-0.046900
1.180000	0.000085	-0.047170
1.190000	-0.000019	-0.046882
1.200000	-0.000156	-0.047039
1.210000	0.000072	-0.046828
1.220000	-0.000121	-0.047153
1.230000	0.000171	-0.047420
1.240000	-0.000110	-0.047153
1.250000	0.000018	-0.046840
1.260000	0.000286	-0.047222
1.270000	0.000005	-0.046996
1.280000	0.000055	-0.047280
1.290000	-0.000133	-0.047113
1.300000	0.000158	-0.047617
1.310000	0.000343	-0.047470
1.320000	0.000111	-0.047705
1.330000	0.000181	-0.047849
1.340000	0.000008	-0.047870
1.350000	0.000122	-0.047650
1.360000	-0.000154	-0.048095
1.370000	0.000296	-0.048139
1.380000	-0.000121	-0.048150
1.390000	0.000089	-0.048222
1.400000	-0.000155	-0.048012
1.410000	-0.000053	-0.048036
1.420000	0.000007	-0.048350
1.430000	0.000124	-0.048328
1.440000	0.000112	-0.048285
1.450000	0.000204	-0.048149
1.460000	-0.000087	-0.047682
1.470000	-0.000062	-0.048225
1.480000	0.000237	-0.047843
1.490000	0.000032	-0.048350
1.500000	0.000185	-0.048337
1.510000	0.000263	-0.048287
1.520000	0.000204	-0.048160
1.530000	0.000187	-0.048677
1.540000	0.000248	-0.048518
1.550000	0.000057	-0.048922
1.560000	0.000263	-0.048731
1.570000	0.000391	-0.048603
1.580000	0.000611	-0.048847
1.590000	0.000073	-0.048404
1.600000	0.000457	-0.048561
1.610000	0.000332	-0.048795
1.620000	0.000344	-0.048827
1.630000	0.000421	-0.048258
1.640000	0.000029	-0.048248
1.650000	0.000544	-0.048436
1.660000	0.000630	-0.048332
1.670000	0.000590	-0.047547
1.680000	0.000123	-0.048005
1.690000	0.000630	-0.048057
1.700000	0.000654	-0.048375
1.710000	0.000629	-0.048268
1.720000	0.000376	-0.048511
1.730000	0.000450	-0.048510
1.740000	0.000565	-0.048859
1.750000	0.000677	-0.048606
1.760000	0.000576	-0.048849
1.770000	0.000681	-0.048743
1.780000	0.000509	-0.048605
1.790000	0.000563	-0.048553
1.800000	0.000280	-0.048785
1.810000	0.000426	-0.048732
1.820000	0.000697	-0.048382
1.830000	0.000167	-0.047900
1.840000	0.000670	-0.048786
1.850000	0.000334	-0.048382
1.860000	0.000452	-0.047651
1.870000	0.000325	-0.048208
